---- 1 pangram ----
abcdefk ['feedback']
alorstw ['lasarwort', 'saltwort', 'swallowwort']
amnopst ['postman', 'spotsman', 'topsman']
amnostw ['sawmont', 'townsman', 'townswoman']
anoprst ['apastron', 'proposant', 'transport']
anprstu ['pursuant', 'suppurant', 'unstrap']
bcdeirs ['describe', 'describer', 'redescribe']
bcehint ['benthic', 'biethnic', 'chibinite']
bcehnru ['buncher', 'rebunch', 'unbreech']
bcehort ['botcher', 'brochette', 'cobrother']
bcehrtu ['butcher', 'butcherer', 'trebuchet']
bceiklr ['brickel', 'brickle', 'bricklike']
bceilms ['bellicism', 'immiscible', 'miscible']
bceilnv ['evincible', 'invincible', 'vincible']
bceinrs ['inscribe', 'inscriber', 'reinscribe']
bceklru ['bruckle', 'buckler', 'rebuckle']
bcelnor ['blencorn', 'cornbell', 'cornbole']
bcelrtu ['belecture', 'tubercle', 'tubercule']
bcenors ['bescorn', 'crossbones', 'resorbence']
bcfimor ['cobriform', 'cribriform', 'morbific']
bcgimno ['combing', 'combining', 'noncombining']
bcilors ['borosilicic', 'crossbill', 'scissorbill']
bciorst ['robotistic', 'sorbitic', 'strobic']
bclortu ['clotbur', 'clubroot', 'oblocutor']
bcorstu ['obstruct', 'obstructor', 'scorbutus']
bdefinr ['befriend', 'befriender', 'fernbird']
bdegirt ['bredbergite', 'bridgetree', 'tigerbird']
bdegrtu ['budgeteer', 'budgeter', 'rebudget']
bdehort ['bebothered', 'betrothed', 'brotherhood']
bdeilrt ['birdlet', 'driblet', 'terebellid']
bdeilrw ['bewilder', 'bewildered', 'bridewell']
bdeimrt ['bemitered', 'bemitred', 'timbered']
bdeinrt ['interbedded', 'interbreed', 'reindebted']
bdeirtw ['bitterweed', 'weetbird', 'wetbird']
bdelstu ['bestubbled', 'bustled', 'stubbled']
bdenorw ['bedrown', 'browden', 'brownweed']
bdenrsu ['sunburned', 'sunburnedness', 'unsunburned']
bdeprsu ['bespurred', 'presubdue', 'subdepressed']
bdgilnr ['birdling', 'bridling', 'lingbird']
bdginsu ['subduing', 'subsiding', 'unsubsiding']
bdnoruw ['browbound', 'burnwood', 'rubdown']
befginr ['befinger', 'befringe', 'briefing']
befilrs ['briefless', 'fiberless', 'fibreless']
beflorw ['beeflower', 'beflower', 'bellflower']
begilrt ['beglitter', 'gilbert', 'gilbertite']
begimns ['beseeming', 'beseemingness', 'misbegin']
beginst ['beestings', 'besetting', 'bitingness']
beginsw ['beeswing', 'beggingwise', 'beswinge']
behinrt ['inhibiter', 'terebinth', 'terebinthine']
behlort ['brothel', 'brotheler', 'hellbroth']
behrstu ['brushet', 'butterbush', 'teethbrush']
beilmns ['beseemliness', 'blennemesis', 'nimbleness']
beilmnt ['belemnite', 'belittlement', 'biliment']
beilmrt ['embrittle', 'timbrel', 'timbreler']
beilnrs ['brineless', 'risibleness', 'snibbler']
beilrtv ['irrevertible', 'revertible', 'vertible']
beimrst ['beetmister', 'bemistress', 'bimester']
belnotv ['benevolent', 'nonbenevolent', 'obvolvent']
belnrtu ['blunter', 'turbulent', 'unturbulent']
beloprt ['belltopper', 'boltrope', 'protorebel']
belorst ['bolster', 'bolsterer', 'lobster']
belortw ['bellwort', 'bolewort', 'bowerlet']
bemnort ['brontometer', 'enrobement', 'trombone']
bemnorz ['brombenzene', 'bromobenzene', 'embronze']
bemprtu ['betrumpet', 'bumperette', 'butterbump']
beorstw ['bestower', 'rebestow', 'wobster']
bgilnty ['bitingly', 'ignitibility', 'tingibility']
bhiknsu ['inkbush', 'kinksbush', 'shubunkin']
biklnsu ['bullskin', 'skunkbill', 'sunblink']
bilmops ['bibliopolism', 'impossibilism', 'possibilism']
bnorstu ['stubborn', 'unrobust', 'unstubborn']
cdefint ['deficient', 'indeficient', 'infected']
cdefirt ['certified', 'fredricite', 'rectified']
cdegiln ['ceilinged', 'diligence', 'legendic']
cdehins ['dehiscence', 'disniche', 'indehiscence']
cdehitw ['itchweed', 'witched', 'witchweed']
cdeilnt ['cliented', 'denticle', 'intellected']
cdeimpr ['epidermic', 'peridermic', 'premedic']
cdeintv ['indictive', 'invected', 'vindictive']
cdeknru ['drucken', 'underdeck', 'unrecked']
cdelnot ['coelodont', 'condolent', 'odontocele']
cdelnru ['uncurdled', 'uncurled', 'undercurl']
cdemnop ['compend', 'componed', 'componendo']
cdemnot ['commendment', 'condonement', 'mecodont']
cdemnrt ['decernment', 'decreement', 'decrement']
cdemntu ['deducement', 'educement', 'uncemented']
cdemops ['composed', 'decompose', 'decomposed']
cdenops ['despondence', 'endoscope', 'ondoscope']
cdenruv ['undercurve', 'unreverenced', 'verecund']
cdeoprs ['predecessor', 'prescored', 'proceeds']
cderstu ['crusted', 'seductress', 'structured']
cdgilot ['diglottic', 'idioglottic', 'octogild']
cdginot ['cotingid', 'cotingoid', 'indigotic']
cdhilop ['chilopod', 'pholcid', 'pholcoid']
cdhilos ['cloddish', 'coldish', 'dolichos']
cdhimor ['chromid', 'dichromic', 'richdom']
cdhinor ['chondric', 'chondrin', 'chondroid']
cdhinot ['chitinoid', 'dithionic', 'dotchin']
cdhiotw ['dowitch', 'witchhood', 'witchwood']
cdnortu ['conductor', 'nonconductor', 'undoctor']
cdortuw ['crudwort', 'curdwort', 'outcrowd']
ceflors ['effloresce', 'forceless', 'foreclose']
cefmnor ['conformer', 'nonconformer', 'reconform']
cefmort ['comforter', 'focometer', 'recomfort']
cegilnr ['clinger', 'cringeling', 'cringle']
cegilnt ['gentilic', 'intelligence', 'telegenic']
cegnors ['congress', 'congresser', 'recognosce']
cegnort ['concertgoer', 'congreet', 'coregent']
cegnrsu ['resurgence', 'scrunge', 'scrunger']
cehiknr ['checkrein', 'chinker', 'chinkerinchee']
cehikns ['cheekiness', 'kischen', 'sickishness']
cehiknw ['chewink', 'whicken', 'whincheck']
cehilns ['chilliness', 'chillness', 'chinless']
cehimrt ['hermetic', 'hermitic', 'thermic']
cehkorv ['overcheck', 'overchoke', 'verchok']
cehmnor ['chromene', 'chromone', 'monochrome']
cehnops ['nephoscope', 'phonoscope', 'schoppen']
cehnqru ['enchequer', 'quencher', 'requench']
ceiklpr ['pickerel', 'pickler', 'prickle']
ceiklrs ['recesslike', 'sickler', 'slicker']
ceikmst ['kismetic', 'metestick', 'smicket']
ceiknst ['kinetics', 'snicket', 'stickiness']
ceikprt ['picketeer', 'picketer', 'pricket']
ceilnrt ['centiliter', 'intercircle', 'lienteric']
ceilrtz ['electricize', 'electrize', 'electrizer']
ceimnpt ['empiecement', 'impenitence', 'pincement']
ceimpst ['epistemic', 'pessimistic', 'septicemic']
ceinprx ['experience', 'experiencer', 'inexperience']
ceinstv ['instinctive', 'invectiveness', 'invectivist']
cejoprt ['coprojector', 'project', 'projector']
ceklnos ['knockless', 'slocken', 'socklessness']
ceklpru ['plucker', 'puckerel', 'puckrel']
ceknors ['conkers', 'cronkness', 'snocker']
ceknorv ['convoker', 'overreckon', 'reconvoke']
celmntu ['muculent', 'temulence', 'unclement']
celnops ['colonoscope', 'selenoscope', 'splenocele']
celnptu ['centuple', 'pellucent', 'punctule']
celorsv ['coverless', 'overclose', 'recoverless']
celortv ['cloveroot', 'cloverroot', 'coverlet']
cemnops ['compense', 'monoscope', 'nonecompense']
cemnstu ['mutescence', 'tumescence', 'tumescent']
ceoprtx ['exceptor', 'excerptor', 'exteroceptor']
ceprsty ['precyst', 'sceptry', 'spectry']
cfilnot ['conflict', 'confliction', 'infliction']
cfimort ['corticiform', 'cottiform', 'mortific']
cflorsu ['scrofulous', 'succorful', 'succourful']
cghilop ['choplogic', 'ophiologic', 'philologic']
cgiklno ['cockling', 'locking', 'nonlicking']
cgilmno ['gnomologic', 'limnologic', 'monologic']
cgilmnu ['cingulum', 'glucinium', 'glucinum']
cgilmos ['cosmologic', 'logicism', 'sociologism']
cgilnor ['coloring', 'longicorn', 'noncoloring']
cgilnot ['glottogonic', 'nonclotting', 'ontologic']
cgimnos ['cosmogonic', 'gnomonics', 'scogginism']
cginost ['costing', 'gnostic', 'scogginist']
chilnop ['cincholoipon', 'cincholoiponic', 'colophonic']
chilntu ['ichthulin', 'ichthulinic', 'tulchin']
chimnop ['homophonic', 'monophonic', 'phonomimic']
chipsty ['physicist', 'psychicist', 'psychist']
chlopry ['chlorophyl', 'chlorophyll', 'coryphylly']
chlopty ['hotchpotchly', 'hypocotyl', 'polyptych']
chlorsu ['chlorochrous', 'chlorous', 'schorlous']
chmopsy ['cosmosophy', 'psychopomp', 'psychopompos']
cilmnos ['clonism', 'monoclinism', 'monosilicic']
ciloprt ['coprolitic', 'lipotropic', 'proclitic']
cimopst ['misoscopist', 'optimistic', 'postcosmic']
cimorst ['microtomist', 'tricrotism', 'trisomic']
cinoprs ['orniscopic', 'scorpion', 'scorpionic']
cinopst ['cionoptosis', 'posttonic', 'sciopticon']
cinpstu ['punctist', 'punctuist', 'sinciput']
cinrstu ['incrust', 'instruct', 'unrustic']
cnorstu ['construct', 'constructor', 'outscorn']
coprsty ['cryptoscopy', 'proctoscopy', 'sporocyst']
defhins ['fiendish', 'fiendishness', 'finished']
defhlor ['forehold', 'freehold', 'freeholder']
defilrt ['driftlet', 'fiedlerite', 'friedelite']
definsv ['defensive', 'defensiveness', 'indefensive']
deflnow ['downfolded', 'felonweed', 'felonwood']
deflnsu ['fundless', 'needfulness', 'unneedfulness']
deflort ['floreted', 'foretold', 'telford']
deflrux ['deflexure', 'flexured', 'refluxed']
defnorw ['forweend', 'forwoden', 'forworden']
defoprs ['forepossessed', 'forespeed', 'professed']
deghirt ['dighter', 'teethridge', 'thegidder']
degiklr ['dirgelike', 'girdlelike', 'ridgelike']
degilnw ['dwelling', 'weedling', 'welding']
deginrw ['niggerweed', 'redwing', 'weddinger']
deginsw ['windingness', 'wingedness', 'wingseed']
degirsv ['degressive', 'digressive', 'verdigris']
deglops ['dogsleep', 'glossopode', 'splodge']
deglrsu ['drugless', 'grudgeless', 'sludger']
degmnru ['gerendum', 'unemerged', 'unmerged']
degnorw ['greenwood', 'wrongdoer', 'wronged']
degnost ['dogstone', 'edgestone', 'stegodont']
degnrtu ['trudgen', 'ungreeted', 'unregretted']
degnstu ['suggestedness', 'unsuggested', 'unsuggestedness']
dehikls ['dishlike', 'shedlike', 'shieldlike']
dehilns ['enshield', 'shieldlessness', 'shindle']
dehilsv ['devilish', 'dishevel', 'disheveled']
dehinrs ['denshire', 'drisheen', 'reddishness']
dehirst ['disherit', 'hereditist', 'redshirt']
dehirtw ['redwithe', 'withered', 'writhed']
dehnstu ['unseethed', 'unsheeted', 'unshunted']
dehoprt ['heteropod', 'prophethood', 'theropod']
deilnsv ['lividness', 'sniveled', 'veiledness']
deimnsv ['dimensive', 'evenmindedness', 'semidivine']
deimrsv ['midverse', 'misderive', 'misdrive']
deinprv ['penninerved', 'pinninerved', 'predividend']
deinrtz ['denitrize', 'nitridize', 'tenderize']
deiprsv ['depressive', 'dispersive', 'predevise']
deknpru ['underkeeper', 'underpuke', 'unperuked']
deknrtu ['trunked', 'untrekked', 'untrunked']
delmorv ['loverdom', 'overmeddle', 'velodrome']
delnpsu ['unspelled', 'unspleened', 'unsuppled']
delortw ['elderwort', 'letterwood', 'worldlet']
delorvw ['leverwood', 'overlewd', 'overworld']
delrstu ['deluster', 'strudel', 'ulstered']
demnors ['endomesoderm', 'mesendoderm', 'modernness']
demnrtu ['murderment', 'unmetered', 'unmuttered']
demoprs ['podosperm', 'pressdom', 'spermoderm']
denoprv ['overdeepen', 'overprovender', 'provender']
denorst ['doorstone', 'roodstone', 'rootedness']
denstuw ['unstewed', 'unsweetened', 'unsweetenedness']
deorstw ['swordster', 'wordster', 'worsted']
dfimnor ['diformin', 'frondiform', 'nodiform']
dghinot ['dogtoothing', 'thinghood', 'thioindigo']
dghiops ['dogship', 'godship', 'gossiphood']
dginrtu ['intruding', 'unintruding', 'unturgid']
dginstu ['disgusting', 'dusting', 'studding']
dhilnop ['dolphin', 'iodinophil', 'pinhold']
dhilops ['dollship', 'pholidosis', 'slipshod']
dhinort ['dinornithid', 'dinornithoid', 'ornithoid']
dhlopry ['hydrophyll', 'hydropolyp', 'rhodophyll']
dhmorty ['hydromotor', 'hydrotomy', 'orthodromy']
dhnortw ['downthrow', 'downthrown', 'throwdown']
dinorst ['distortion', 'distortionist', 'nondistortion']
dioprst ['disport', 'iridoptosis', 'prosodist']
diprstu ['disrupt', 'prudist', 'tripudist']
dnortuw ['downturn', 'turndown', 'woundwort']
efgilns ['feelingless', 'feelingness', 'fillingness']
efhistw ['sweetfish', 'thiefwise', 'whitefish']
efhorst ['foresheet', 'foreshot', 'horsefoot']
efilnst ['finestill', 'flintiness', 'flintless']
efilrtz ['fertilize', 'fertilizer', 'refertilize']
efimnrs ['firmness', 'infirmness', 'misinfer']
efiprst ['presift', 'spitfire', 'tipsifier']
efklorw ['flowerwork', 'werefolk', 'workfellow']
eflnorw ['enflower', 'fennelflower', 'noonflower']
eflnrtu ['refluent', 'tureenful', 'unfretful']
efmnort ['fermentor', 'fomenter', 'refoment']
efmorst ['foremost', 'forestem', 'fretsome']
efnoprs ['offenseproof', 'preoffense', 'proofness']
efnqrtu ['frequent', 'frequenter', 'unfrequent']
eghilst ['lightless', 'sightless', 'sleight']
eghirst ['grisettish', 'sighter', 'tigerish']
eghirtw ['reweight', 'tightwire', 'witherweight']
egiknpr ['greenkeeping', 'keepering', 'perking']
egilnpt ['epinglette', 'pelting', 'petling']
egilnsv ['livingless', 'livingness', 'sniveling']
egilntw ['twingle', 'welting', 'winglet']
egilprv ['privilege', 'privileger', 'reprivilege']
egimnpr ['impinger', 'impregn', 'primigene']
egimrst ['semiegret', 'tigerism', 'trismegist']
eginrsw ['inswinger', 'ringwise', 'swinger']
eginrtv ['evergreenite', 'riveting', 'vignetter']
eglmnor ['melonmonger', 'mongler', 'mongrel']
eglmnos ['gleesomeness', 'longsome', 'longsomeness']
eglmort ['gelotometer', 'groomlet', 'logometer']
eglrstu ['gestureless', 'struggle', 'struggler']
egnoprs ['prognose', 'sponger', 'sporogone']
ehiknrs ['kernish', 'shriekiness', 'shrinker']
ehilnpt ['nephelinite', 'nephelite', 'tephillin']
ehilnst ['litheness', 'selenitish', 'silentish']
ehilrsv ['liverish', 'shrivel', 'silverish']
ehinpst ['epenthesis', 'pithiness', 'shipentine']
ehinrsv ['nervish', 'shivereens', 'shriven']
ehiprsv ['reeveship', 'revisership', 'viperish']
ehiprsw ['rewhisper', 'whisper', 'whisperer']
ehiprtw ['whippeter', 'whiptree', 'withertip']
ehkmorw ['homework', 'homeworker', 'hookwormer']
ehknrsu ['hunkers', 'shrunken', 'unshrunken']
ehkoprs ['horsekeeper', 'shopkeeper', 'shopkeeperess']
ehlmnty ['menthyl', 'methenyl', 'methylene']
ehlmopr ['pleomorph', 'pleromorph', 'prophloem']
ehlnopt ['phenetole', 'phototelephone', 'telephone']
ehlnors ['honorless', 'hornless', 'hornlessness']
ehlnort ['hornlet', 'thornlet', 'thronelet']
ehlnost ['holethnos', 'nonetheless', 'toothlessness']
ehlnosw ['hollowness', 'nosewheel', 'wholeness']
ehlnpty ['heptylene', 'phenethyl', 'phenylethylene']
ehloprt ['porthole', 'teleophore', 'thropple']
ehmnopr ['ephemeron', 'neomorph', 'nephromere']
ehprstu ['prethrust', 'superether', 'superhet']
eiklmrs ['milkeress', 'misliker', 'smirkle']
eiklpst ['spikelet', 'steeplelike', 'steplike']
eiknprt ['perknite', 'preknit', 'prettikin']
eilnstx ['existlessness', 'extensile', 'inextensile']
eilrstv ['retrieveless', 'rivetless', 'silverite']
eilrsvz ['servilize', 'silverize', 'silverizer']
eimnrtv ['minverite', 'retrievement', 'revivement']
eimprtv ['imprimitive', 'preprimitive', 'primitive']
einstvx ['extensive', 'extensiveness', 'inextensive']
eknoprw ['openwork', 'penworker', 'preknow']
eknorst ['stonker', 'storken', 'strooken']
ekoprst ['spokester', 'storekeep', 'storekeeper']
elmortv ['overmelt', 'velometer', 'voltmeter']
elmpstu ['plummetless', 'septulum', 'stumpless']
elmrstu ['muletress', 'sertulum', 'surmullet']
elnoprs ['nollepros', 'personnel', 'responseless']
elnprst ['pretenseless', 'repleteness', 'terpeneless']
eloprtv ['overplot', 'overreplete', 'overtopple']
elorstv ['oversettle', 'revoltress', 'troveless']
elpstux ['sextuple', 'sextuplet', 'sextuplex']
emnoprs ['monosperm', 'monospore', 'sompner']
emnopst ['nonpostponement', 'posement', 'postponement']
emnrstu ['entrustment', 'menstruum', 'sternum']
enoprtx ['nonexpert', 'proxenet', 'proxenete']
enprstu ['punster', 'punstress', 'superterrene']
enrstuw ['turnwrest', 'unstrewn', 'unwestern']
eorstvw ['overstrew', 'oversweet', 'overwrest']
fghinst ['nightfish', 'shifting', 'stingfish']
fghintu ['tufthunting', 'unfight', 'unfighting']
fgilnot ['footling', 'footlining', 'lofting']
fgilnrt ['flirting', 'flirtling', 'trifling']
fgilntu ['fluting', 'gunflint', 'unlifting']
fhinrsu ['furnish', 'runfish', 'unfurnish']
fhlostu ['outflush', 'slothful', 'soothful']
fhlrtuy ['hurtfully', 'ruthfully', 'truthfully']
fiklnsu ['skinful', 'unskilful', 'unskillful']
filoprs ['slipproof', 'soilproof', 'spillproof']
fimnort ['montiform', 'nitroform', 'triformin']
fimoprs ['opsisform', 'pisiform', 'spiriform']
finoprt ['footprint', 'nonprofit', 'offprint']
ghilnot ['holinight', 'nightlong', 'noonlight']
ghilnty ['hintingly', 'nightly', 'thingly']
ghinops ['ishpingo', 'nonshipping', 'shopping']
ghinpsu ['pushing', 'unpunishing', 'unshipping']
ghinrst ['nightshirt', 'shirting', 'thirsting']
ghlnopy ['hypnology', 'phonoglyph', 'phonology']
gilmnsu ['slumming', 'smuggling', 'unsmiling']
gilnotw ['lingtow', 'townling', 'twoling']
gilnpsu ['suppling', 'unlisping', 'unslipping']
gilnrtu ['gruntling', 'triungulin', 'turtling']
gilntwy ['twiningly', 'twittingly', 'wittingly']
gilorst ['orologist', 'storiologist', 'trilogist']
gimnors ['monsignor', 'mornings', 'morsing']
gimnorw ['morrowing', 'ringworm', 'worming']
ginoprs ['pogoniris', 'prognosis', 'prosing']
ginprst ['inspiriting', 'spiriting', 'stripping']
hilmost ['homilist', 'lithotomist', 'toolsmith']
hilmpsu ['lumpish', 'plumpish', 'silphium']
hilmpsy ['impishly', 'symphilism', 'symphily']
hilnort ['rhinolith', 'trilithon', 'trillionth']
himopst ['hippotomist', 'misosophist', 'photism']
hinostw ['townish', 'wishtonwish', 'wistonwish']
hlmopty ['lymphotomy', 'polymythy', 'typhlotomy']
hloprsu ['sulphophosphorous', 'sulphosulphurous', 'sulphurous']
hmnopry ['morphonomy', 'phoronomy', 'pronymph']
hmoprty ['morphotropy', 'myotrophy', 'oophorotomy']
hnorstu ['orthotonus', 'southron', 'unshort']
hoprstu ['hotspur', 'orthotropous', 'trophophorous']
iklnotz ['tzolkin', 'zolotink', 'zolotnik']
iknortw ['kirktown', 'knitwork', 'tinwork']
ilmoprt ['pilomotor', 'trompil', 'trompillo']
imnoprt ['nonpromotion', 'promotion', 'rimption']
imnrsty ['ministry', 'myristin', 'trimyristin']
mnoprty ['monotropy', 'promontory', 'protonym']
mnorstu ['monstrous', 'nostrum', 'surmount']
noprstu ['nonsupport', 'outspurn', 'unportuous']
---- 4 pangrams ----
abcdkor ['backboard', 'backdoor', 'corkboard', 'rackboard']
abcehkl ['backheel', 'bechalk', 'checkable', 'hackleback']
abcehlr ['archrebel', 'bleacher', 'reachable', 'rebleach']
abcehls ['beachless', 'cashable', 'chasable', 'chaseable']
abcelns ['albescence', 'cleansable', 'scalableness', 'scannable']
abchinr ['abranchian', 'branchi', 'branchia', 'cirribranch']
abcmnot ['combatant', 'noncombat', 'noncombatant', 'tobaccoman']
abdegnr ['bandager', 'bargander', 'bergander', 'rebandage']
abdehrt ['breadth', 'breathed', 'earthbred', 'threadbare']
abdelmr ['bedlamer', 'brambled', 'marbled', 'redeemable']
abdgiln ['baldling', 'balladling', 'blading', 'dabbling']
abdginr ['barding', 'birdbanding', 'braiding', 'brigand']
abdimnr ['birdman', 'madbrain', 'manbird', 'midbrain']
abdlmor ['broadloom', 'labordom', 'lombard', 'moldboard']
abeglrs ['bragless', 'garbless', 'saberleg', 'segregable']
abehlms ['shamable', 'shamble', 'shameable', 'smashable']
abeklrs ['bakerless', 'barkless', 'brakeless', 'breakless']
abekmnr ['beakerman', 'beakermen', 'brakeman', 'breakerman']
abelmns ['amenableness', 'blamableness', 'blamelessness', 'malleableness']
abelnpt ['battleplane', 'patentable', 'planetable', 'plantable']
abelnrt ['arrentable', 'enterable', 'narratable', 'rentable']
abemnst ['abasement', 'absentment', 'basement', 'beastman']
abgilmn ['ambling', 'blaming', 'gambling', 'lambling']
abgilnt ['bangtail', 'bantling', 'batling', 'tabling']
abilmns ['albinism', 'bailsman', 'balanism', 'balsamina']
ablorst ['abrastol', 'albatross', 'astroblast', 'borstall']
ablrstu ['blastular', 'subastral', 'substratal', 'sulbasutra']
acdefrt ['fracted', 'redefecate', 'refracted', 'tradecraft']
acdehln ['chanceled', 'channeled', 'channelled', 'cleanhanded']
acdehmr ['decadrachm', 'decadrachma', 'demarch', 'drachmae']
acdehnr ['adherence', 'archdean', 'enarched', 'endarch']
acdehrt ['catarrhed', 'cathedra', 'chartered', 'detacher']
